EngSize,Age,Gender,Marital,exp,Owner,vAge,Garage,AntiTFD,import,Loss
1.8,28,M,married,5,personal,1,Y,N,Domestic,0
2.3,28,M,married,5,personal,1,Y,N,Imported,0
2,27,M,married,5,personal,1,N,Y,Domestic,0
2,26,M,unmarried,5,company,1,Y,Y,Domestic,2984
1,25,M,married,5,company,1,Y,Y,Domestic,0
1.8,35,M,married,4,personal,10,Y,N,Domestic,0
2,55,M,married,4,personal,9,Y,N,Domestic,0
1.8,53,M,married,4,company,9,N,N,Domestic,0
1.8,51,M,married,4,company,9,N,N,Imported,304
1.6,37,M,married,4,government,9,N,N,Domestic,0
1.4,30,M,unmarried,4,personal,9,Y,N,Domestic,0
1.8,47,M,married,4,personal,8,Y,N,Domestic,0
2.2,44,M,married,4,personal,8,Y,N,Imported,0
1.8,42,M,married,4,personal,8,Y,N,Domestic,0
1.8,39,F,married,4,personal,8,Y,N,Imported,2349.7
1.6,38,M,married,4,personal,8,Y,N,Domestic,338.9
1.8,36,M,married,4,personal,8,Y,N,Imported,0
1.8,36,M,married,4,company,8,Y,N,Domestic,0
1.8,34,M,married,4,company,8,Y,N,Domestic,0
1.6,33,M,married,4,company,8,Y,N,Domestic,0
2,32,M,married,4,personal,8,Y,N,Domestic,1720.4
1.8,31,M,married,4,government,8,N,N,Imported,0
2.2,29,M,unmarried,4,company,8,Y,N,Imported,0
1.6,25,M,married,4,personal,8,Y,N,Domestic,0
1.8,52,F,married,4,personal,7,Y,N,Domestic,0
1.8,48,M,married,4,company,7,Y,N,Domestic,2530.4
1.5,40,M,married,4,personal,7,Y,N,Domestic,984
1.6,40,M,married,4,personal,7,Y,N,Domestic,662.4
1,35,M,married,4,company,7,Y,N,Imported,0
1.8,35,M,married,4,personal,7,Y,N,Domestic,0
1.8,33,M,married,4,personal,7,Y,N,Domestic,313.1
3,33,M,married,4,company,7,Y,N,Imported,0
2,32,M,married,4,personal,7,N,Y,Imported,0
2.2,30,M,married,4,personal,7,Y,Y,Imported,0
1.6,29,M,married,4,personal,7,N,N,Domestic,0
2,50,M,married,4,personal,6,N,N,Domestic,0
1.6,47,M,married,4,company,6,Y,N,Domestic,0
1.6,47,M,married,4,personal,6,N,N,Domestic,1779.4
1.6,45,M,married,4,personal,6,Y,Y,Domestic,765.4
1.8,44,M,married,4,personal,6,Y,N,Domestic,0
1.8,43,M,married,4,personal,6,Y,N,Domestic,0
1.6,42,M,married,4,personal,6,N,N,Domestic,0
1.6,41,M,married,4,personal,6,Y,N,Imported,0
1.8,41,M,married,4,government,6,Y,N,Domestic,0
1.8,41,M,married,4,government,6,N,Y,Imported,0
2.4,39,M,married,4,personal,6,Y,Y,Imported,0
1.8,38,F,married,4,company,6,Y,N,Domestic,0
3,37,F,married,4,personal,6,Y,N,Imported,1139
1.8,36,F,married,4,personal,6,N,N,Domestic,0
1.8,35,M,married,4,personal,6,Y,N,Domestic,0
2,32,M,married,4,company,6,Y,N,Imported,1702.4
1.6,31,M,married,4,personal,6,Y,N,Domestic,0
1.8,31,M,married,4,government,6,Y,N,Domestic,1500.8
1.6,30,M,married,4,personal,6,Y,N,Domestic,0
1.8,29,M,married,4,company,6,Y,N,Domestic,2834.3
1.6,28,M,married,4,company,6,N,N,Domestic,1280
1.8,27,M,married,4,company,6,Y,N,Domestic,0
1.8,27,M,married,4,company,6,Y,N,Domestic,0
1.8,27,M,married,4,company,6,N,N,Domestic,1992
1.6,24,M,unmarried,4,personal,6,Y,N,Domestic,0
1.8,47,M,married,4,personal,5,Y,N,Domestic,0
1.6,45,M,married,4,personal,5,Y,N,Domestic,572.2
1.8,44,M,married,4,personal,5,Y,N,Domestic,0
1.8,44,M,married,4,personal,5,Y,N,Domestic,0
2,44,M,married,4,company,5,N,N,Imported,0
1.8,40,M,married,4,government,5,Y,N,Domestic,0
1.2,39,M,married,4,company,5,Y,N,Domestic,0
1.8,39,M,married,4,company,5,Y,N,Imported,0
1.6,38,M,married,4,personal,5,N,N,Domestic,0
2.6,38,F,married,4,personal,5,Y,N,Imported,4640.9
1.8,37,M,married,4,personal,5,Y,N,Domestic,403.9
1.6,36,M,married,4,company,5,Y,N,Domestic,0
1.8,36,M,married,4,company,5,Y,Y,Domestic,0
2,36,M,married,4,government,5,Y,Y,Imported,0
1.8,34,M,married,4,company,5,Y,N,Domestic,1093.3
1.8,33,M,married,4,government,5,Y,N,Domestic,0
1,31,M,married,4,company,5,N,N,Imported,0
1.8,31,M,married,4,company,5,Y,N,Domestic,639.2
1.8,30,M,married,4,government,5,N,N,Imported,0
1.8,23,M,unmarried,4,government,5,N,Y,Domestic,13300
2,57,M,married,4,personal,4,N,N,Domestic,0
1.6,50,M,married,4,personal,4,Y,N,Domestic,0
1.8,50,M,married,4,personal,4,N,N,Domestic,766.4
1.8,49,M,married,4,company,4,N,N,Domestic,0
1.6,47,M,married,4,personal,4,Y,N,Domestic,0
1.6,47,M,married,4,personal,4,Y,N,Domestic,4000
1.2,46,M,married,4,personal,4,Y,N,Domestic,0
2,45,M,married,4,personal,4,Y,N,Imported,0
1.6,44,F,married,4,personal,4,Y,Y,Domestic,0
1.6,43,M,married,4,personal,4,Y,Y,Domestic,0
1.6,43,M,married,4,personal,4,Y,N,Domestic,0
1.8,43,M,married,4,personal,4,Y,N,Domestic,275.2
1.8,42,M,married,4,personal,4,N,N,Domestic,0
1.6,41,F,married,4,company,4,Y,Y,Domestic,0
1.6,41,M,married,4,personal,4,Y,N,Imported,0
1.6,41,M,married,4,personal,4,Y,N,Domestic,684
1.8,41,M,married,4,personal,4,Y,N,Domestic,0
2,41,M,married,4,government,4,Y,N,Domestic,0
1.8,40,M,married,4,personal,4,Y,Y,Domestic,0
1.8,40,F,married,4,personal,4,Y,N,Domestic,0
1.8,40,M,married,4,personal,4,Y,N,Domestic,675
2.2,40,M,married,4,personal,4,Y,Y,Imported,1763.6
1.6,39,M,married,4,personal,4,Y,N,Domestic,0
1.6,39,M,married,4,personal,4,Y,N,Domestic,0
1.6,39,F,married,4,personal,4,Y,N,Domestic,0
1.6,39,M,married,4,personal,4,N,N,Domestic,512
1.8,39,F,married,4,personal,4,Y,N,Domestic,0
1.8,39,F,married,4,personal,4,N,N,Domestic,0
1.8,38,F,married,4,personal,4,Y,N,Domestic,444
1.8,37,F,married,4,personal,4,N,N,Domestic,0
1.8,35,F,married,4,personal,4,Y,Y,Domestic,0
1.6,34,M,married,4,company,4,Y,N,Domestic,2363.6
1.8,34,M,married,4,company,4,Y,N,Domestic,0
2,34,M,married,4,personal,4,N,Y,Imported,0
1.8,33,M,married,4,personal,4,N,N,Domestic,0
1.6,32,M,married,4,personal,4,Y,Y,Domestic,0
1.8,32,M,married,4,company,4,Y,Y,Domestic,0
1.8,31,M,married,4,personal,4,Y,N,Domestic,909.1
1.8,28,M,unmarried,4,company,4,N,N,Domestic,0
1.8,25,M,married,4,personal,4,Y,N,Domestic,225
1.8,24,M,married,4,company,4,Y,N,Domestic,256
1.8,23,M,married,4,government,4,Y,Y,Domestic,0
1.6,58,M,married,4,personal,3,Y,N,Domestic,0
1.6,55,M,married,4,personal,3,Y,N,Domestic,2308.5
1.6,54,M,married,4,personal,3,Y,N,Domestic,0
1.8,54,M,married,4,personal,3,Y,N,Domestic,0
1.8,53,M,married,4,personal,3,Y,N,Domestic,1845.6
3,53,M,married,4,personal,3,Y,Y,Imported,0
1.8,51,M,married,4,company,3,Y,Y,Domestic,740
1.6,50,M,married,4,government,3,N,N,Domestic,0
1.8,49,M,married,4,personal,3,Y,N,Domestic,0
1.8,49,M,married,4,personal,3,Y,N,Domestic,408
1.6,48,M,married,4,personal,3,Y,N,Domestic,0
2.4,48,M,married,4,personal,3,Y,Y,Imported,0
1.6,46,M,married,4,personal,3,Y,N,Domestic,0
1.8,46,M,married,4,government,3,Y,N,Domestic,0
1.8,46,M,married,4,personal,3,Y,N,Domestic,0
1.8,45,M,married,4,personal,3,Y,Y,Domestic,0
1.8,44,M,married,4,personal,3,Y,N,Domestic,0
1.8,44,M,married,4,personal,3,Y,Y,Domestic,1201.5
2,44,M,married,4,personal,3,Y,N,Domestic,0
1.6,43,M,married,4,personal,3,Y,N,Domestic,368
1.6,42,M,married,4,personal,3,Y,N,Domestic,1692.8
1.8,42,M,married,4,personal,3,Y,N,Domestic,0
1.6,41,M,married,4,personal,3,Y,N,Domestic,0
1.6,41,F,married,4,personal,3,Y,N,Domestic,616.4
1.8,41,M,married,4,company,3,Y,N,Domestic,0
1.8,41,M,married,4,personal,3,Y,N,Domestic,0
1.8,41,M,married,4,personal,3,Y,N,Imported,0
1.8,41,F,married,4,personal,3,Y,N,Imported,0
1.8,41,M,married,4,personal,3,Y,N,Domestic,662
1.8,41,M,married,4,personal,3,Y,N,Domestic,3300.4
1.6,40,M,married,4,company,3,N,N,Domestic,0
1.8,40,M,married,4,personal,3,Y,N,Domestic,0
1.8,40,M,married,4,personal,3,Y,N,Domestic,0
1.8,40,M,married,4,company,3,Y,N,Domestic,0
2,40,M,married,4,company,3,N,N,Domestic,0
1.8,39,M,married,4,personal,3,Y,N,Domestic,0
1.8,39,M,married,4,personal,3,N,N,Domestic,0
1.8,39,M,married,4,personal,3,Y,N,Domestic,0
1.8,39,M,married,4,personal,3,Y,Y,Domestic,0
1.8,39,M,married,4,company,3,N,N,Imported,0
1.8,39,M,married,4,personal,3,Y,Y,Domestic,656
1.8,39,F,married,4,personal,3,Y,N,Domestic,1450.4
2,39,F,married,4,company,3,Y,N,Imported,0
2,39,M,married,4,personal,3,Y,Y,Domestic,0
1.6,38,M,married,4,personal,3,Y,N,Domestic,0
1.6,38,M,married,4,personal,3,Y,N,Domestic,1246.6
1.8,38,F,married,4,personal,3,Y,N,Domestic,0
1.8,37,M,married,4,personal,3,Y,N,Domestic,0
1.8,37,M,married,4,personal,3,Y,N,Domestic,0
1.6,35,M,married,4,personal,3,Y,Y,Domestic,0
1.6,35,M,married,4,company,3,Y,N,Domestic,0
1.6,34,M,married,4,personal,3,Y,N,Domestic,240
1.6,34,M,married,4,personal,3,Y,Y,Domestic,787.5
1.6,34,M,married,4,personal,3,Y,N,Domestic,1185.6
1.8,34,M,married,4,personal,3,Y,N,Domestic,0
1.8,34,M,married,4,personal,3,Y,N,Domestic,0
2.2,34,M,married,4,personal,3,N,Y,Imported,942.9
1.4,32,M,married,4,personal,3,Y,N,Domestic,0
1.8,31,M,married,4,government,3,Y,N,Domestic,0
2,31,M,married,4,personal,3,Y,N,Domestic,0
1.6,30,F,married,4,personal,3,Y,Y,Domestic,0
1.8,30,M,unmarried,4,personal,3,Y,Y,Domestic,0
1.8,30,M,married,4,company,3,Y,N,Domestic,0
1.8,28,M,married,4,personal,3,Y,N,Domestic,0
3,25,M,married,4,government,3,Y,N,Imported,0
1.6,55,M,married,4,personal,2,N,Y,Domestic,852
1.8,54,M,married,4,personal,2,Y,N,Domestic,0
1.8,53,M,married,4,personal,2,Y,N,Imported,0
1,50,M,married,4,company,2,N,N,Domestic,0
1.8,50,M,married,4,company,2,Y,Y,Domestic,480
1.8,49,M,married,4,personal,2,Y,N,Domestic,441.6
3,49,M,married,4,personal,2,N,Y,Imported,0
1.6,48,M,married,4,personal,2,Y,Y,Domestic,0
1.6,47,F,married,4,personal,2,Y,Y,Domestic,0
1.8,47,M,married,4,personal,2,Y,N,Domestic,0
1.8,47,M,married,4,personal,2,Y,N,Imported,0
1.8,46,M,married,4,personal,2,Y,N,Domestic,0
2,45,M,married,4,company,2,Y,N,Imported,12720
2.5,45,M,married,4,personal,2,Y,N,Imported,0
1.8,44,F,married,4,personal,2,Y,N,Domestic,0
1.6,43,M,married,4,personal,2,Y,N,Domestic,0
1.8,43,M,married,4,personal,2,Y,N,Domestic,0
1.8,42,M,married,4,personal,2,Y,N,Domestic,0
1.6,41,M,married,4,personal,2,Y,N,Domestic,3519.5
1.6,41,M,married,4,personal,2,N,Y,Domestic,7320
1.8,41,M,married,4,personal,2,Y,N,Domestic,0
1.8,41,M,married,4,personal,2,Y,N,Domestic,0
1.8,41,M,married,4,personal,2,Y,N,Domestic,0
1.8,41,M,married,4,personal,2,Y,N,Domestic,0
1.8,41,M,married,4,personal,2,Y,N,Imported,0
1.8,41,M,married,4,personal,2,Y,N,Domestic,640
1.8,41,F,married,4,personal,2,Y,Y,Imported,1230.1
2,41,M,married,4,company,2,N,Y,Domestic,0
2.2,41,M,married,4,personal,2,Y,N,Domestic,0
2.3,41,M,married,4,personal,2,Y,N,Imported,400
3,41,F,married,4,personal,2,N,N,Imported,464.5
1.6,40,M,married,4,government,2,Y,N,Domestic,0
1.8,40,M,married,4,personal,2,N,N,Imported,0
1.8,40,M,married,4,personal,2,Y,N,Domestic,0
1.8,40,M,married,4,personal,2,Y,N,Imported,0
2,40,F,married,4,personal,2,Y,Y,Imported,0
2,40,M,married,4,personal,2,Y,Y,Imported,0
2.4,40,F,married,4,personal,2,Y,N,Imported,0
3,40,M,married,4,personal,2,Y,N,Imported,0
1.8,39,M,married,4,personal,2,Y,N,Imported,0
2.4,39,M,married,4,personal,2,Y,N,Imported,0
2.3,38,M,married,4,personal,2,N,N,Domestic,0
1.6,37,M,married,4,personal,2,Y,N,Imported,0
1.6,37,F,married,4,personal,2,N,N,Domestic,607.2
2,37,M,married,4,personal,2,Y,N,Imported,0
1.4,36,M,married,4,personal,2,Y,N,Domestic,160
1.6,36,F,married,4,personal,2,Y,N,Domestic,0
1.8,36,M,married,4,personal,2,Y,N,Domestic,0
2.5,36,M,married,4,personal,2,Y,Y,Imported,552
1.6,35,M,married,4,personal,2,Y,N,Domestic,0
1.8,35,M,married,4,company,2,N,N,Imported,0
1.8,35,M,married,4,personal,2,Y,N,Imported,0
1.8,35,F,married,4,company,2,Y,N,Imported,1353.6
1.8,35,F,married,4,personal,2,Y,N,Domestic,1632.1
2,35,F,married,4,personal,2,Y,N,Imported,0
1.8,34,M,married,4,personal,2,Y,N,Domestic,0
2,34,M,married,4,personal,2,Y,N,Domestic,0
2,34,M,married,4,personal,2,Y,N,Imported,0
2.3,34,M,married,4,company,2,Y,N,Imported,0
1.8,33,M,married,4,personal,2,Y,N,Domestic,0
1.8,33,M,married,4,personal,2,Y,N,Domestic,0
1.8,33,M,married,4,personal,2,Y,N,Domestic,0
1.8,33,F,married,4,personal,2,Y,Y,Imported,1904
1.8,32,M,married,4,personal,2,Y,N,Domestic,0
2,32,M,married,4,company,2,Y,N,Imported,1252
1.6,30,M,married,4,personal,2,Y,N,Domestic,0
1.8,30,M,married,4,personal,2,Y,N,Domestic,0
1.8,30,M,married,4,personal,2,Y,Y,Domestic,0
1.8,29,M,married,4,personal,2,Y,N,Domestic,0
1.8,29,M,married,4,personal,2,Y,N,Domestic,0
1.2,28,M,married,4,personal,2,Y,N,Domestic,0
1.4,28,F,married,4,personal,2,Y,N,Domestic,0
3,26,M,unmarried,4,company,2,Y,Y,Domestic,0
1,24,M,unmarried,4,company,2,Y,N,Domestic,0
1.6,24,M,unmarried,4,personal,2,Y,N,Domestic,0
1.8,24,M,unmarried,4,company,2,Y,Y,Domestic,0
1.8,24,M,married,4,company,2,N,N,Imported,912
1.6,66,M,married,4,personal,1,Y,N,Imported,372.4
1.8,63,M,married,4,personal,1,Y,N,Imported,0
1.4,62,M,married,4,personal,1,Y,Y,Imported,496.8
1.6,62,M,married,4,personal,1,Y,N,Imported,524
1.8,62,M,married,4,personal,1,Y,N,Imported,0
1.6,60,M,married,4,personal,1,Y,N,Domestic,0
1.8,58,M,married,4,personal,1,Y,N,Domestic,0
2,58,M,married,4,personal,1,Y,Y,Domestic,1713.6
2.3,58,M,married,4,personal,1,Y,N,Imported,0
1.8,57,M,married,4,personal,1,Y,N,Domestic,0
1.3,56,M,married,4,personal,1,Y,N,Domestic,664
1.6,56,M,married,4,personal,1,Y,Y,Domestic,0
1.8,56,M,married,4,personal,1,Y,N,Domestic,0
2.5,55,M,married,4,personal,1,Y,N,Imported,0
1,54,M,married,4,personal,1,Y,N,Domestic,0
1.6,54,M,married,4,personal,1,Y,N,Domestic,782
1.6,54,M,married,4,personal,1,N,N,Domestic,1069.8
1.8,54,M,married,4,company,1,Y,Y,Imported,0
2,54,M,married,4,personal,1,Y,N,Imported,320
1.5,52,M,married,4,personal,1,Y,N,Domestic,7144
1.6,52,M,married,4,personal,1,Y,N,Domestic,0
2,52,M,married,4,personal,1,Y,N,Imported,0
2,52,M,married,4,personal,1,Y,N,Domestic,1840
1.6,51,F,married,4,company,1,Y,N,Domestic,0
1.8,51,M,married,4,government,1,Y,N,Domestic,1071
2.8,51,F,married,4,personal,1,Y,N,Imported,0
3,51,M,married,4,personal,1,Y,N,Imported,0
1.3,50,F,married,4,personal,1,N,N,Domestic,0
1.4,50,M,married,4,personal,1,Y,N,Domestic,0
2,50,M,married,4,personal,1,Y,N,Domestic,0
2.8,50,M,married,4,personal,1,Y,Y,Imported,8090.4
1.6,49,M,married,4,personal,1,Y,N,Domestic,0
1.8,49,M,married,4,personal,1,Y,Y,Imported,0
1.8,49,M,married,4,personal,1,Y,N,Domestic,0
1.8,49,M,married,4,personal,1,Y,N,Domestic,96
2,49,M,married,4,personal,1,Y,N,Domestic,506.4
2.5,49,M,married,4,personal,1,Y,Y,Imported,0
1,48,M,married,4,personal,1,Y,N,Domestic,1225.8
1.6,48,M,married,4,personal,1,Y,N,Domestic,395.6
1.8,48,M,married,4,personal,1,Y,N,Domestic,0
1.8,48,M,married,4,personal,1,Y,N,Domestic,320
3,48,M,married,4,personal,1,Y,N,Imported,985.3
1.6,47,M,married,4,company,1,Y,N,Domestic,0
1.6,47,M,married,4,company,1,Y,Y,Domestic,0
1.6,47,M,married,4,personal,1,Y,N,Domestic,467.4
1.8,47,F,married,4,personal,1,Y,N,Imported,0
1.8,47,M,married,4,company,1,Y,Y,Imported,0
1.8,47,M,married,4,personal,1,Y,Y,Imported,710
1.8,47,M,married,4,personal,1,Y,Y,Domestic,1538
1.8,47,M,married,4,personal,1,Y,N,Imported,1990.4
2,47,M,married,4,personal,1,N,N,Domestic,0
2,47,M,married,4,personal,1,Y,Y,Imported,1539.2
3,47,M,married,4,personal,1,Y,N,Imported,0
1.5,46,M,married,4,personal,1,Y,Y,Domestic,240
1.6,46,M,married,4,personal,1,Y,N,Domestic,0
1.6,46,M,married,4,personal,1,Y,N,Imported,0
1.8,46,M,married,4,personal,1,Y,N,Domestic,0
1.8,46,M,married,4,personal,1,Y,N,Domestic,240
2,46,F,married,4,personal,1,Y,N,Imported,1792
1.3,45,M,married,4,personal,1,Y,Y,Imported,0
1.8,45,M,married,4,company,1,Y,N,Domestic,0
1.8,45,M,married,4,personal,1,Y,N,Domestic,0
2,45,M,unmarried,4,personal,1,Y,Y,Imported,0
2.2,45,M,married,4,personal,1,N,N,Domestic,0
1.3,44,M,married,4,personal,1,Y,N,Domestic,0
1.6,44,M,married,4,personal,1,Y,Y,Domestic,0
1.6,44,F,married,4,personal,1,Y,N,Imported,0
1.6,44,M,married,4,personal,1,Y,N,Domestic,331.2
2,44,M,married,4,personal,1,Y,N,Imported,0
2,44,M,married,4,personal,1,Y,N,Imported,818.8
2,44,M,married,4,personal,1,Y,N,Imported,2393.6
1.4,43,M,married,4,personal,1,Y,N,Domestic,0
1.6,43,M,married,4,personal,1,Y,N,Domestic,0
1.6,43,M,married,4,personal,1,Y,Y,Domestic,0
1.8,43,M,married,4,personal,1,Y,N,Domestic,0
1.8,43,F,married,4,personal,1,Y,Y,Imported,0
1.8,43,M,married,4,personal,1,Y,N,Imported,456
2,43,M,married,4,personal,1,Y,Y,Imported,0
1,42,M,married,4,personal,1,N,N,Domestic,0
1.4,42,M,married,4,personal,1,Y,N,Domestic,1362.4
1.4,42,F,married,4,personal,1,Y,N,Domestic,1760.9
1.5,42,M,married,4,personal,1,Y,N,Domestic,0
1.6,42,M,married,4,personal,1,Y,N,Domestic,1536
1.8,42,M,married,4,personal,1,Y,N,Domestic,0
2.3,42,M,married,4,personal,1,Y,N,Imported,1968.8
2.4,42,F,married,4,personal,1,Y,N,Imported,0
2.8,42,M,married,4,personal,1,Y,N,Imported,0
1.4,41,M,married,4,personal,1,Y,N,Domestic,0
1.6,41,M,married,4,personal,1,Y,N,Domestic,0
1.6,41,M,married,4,personal,1,Y,N,Domestic,0
1.6,41,M,married,4,personal,1,Y,N,Imported,404.8
1.6,41,F,married,4,personal,1,Y,Y,Domestic,10906
1.8,41,M,married,4,personal,1,Y,N,Domestic,0
1.8,41,M,married,4,personal,1,Y,N,Imported,0
1.8,41,M,married,4,personal,1,Y,Y,Domestic,0
1.8,41,M,married,4,personal,1,Y,N,Domestic,1692
1.8,41,M,married,4,personal,1,Y,N,Domestic,1853.4
2,41,M,married,4,personal,1,Y,N,Imported,0
2,41,F,married,4,personal,1,Y,N,Imported,0
2,41,M,unmarried,4,personal,1,Y,N,Imported,0
2,41,M,married,4,personal,1,Y,N,Domestic,0
2,41,M,married,4,personal,1,Y,N,Imported,1583.6
3,41,M,married,4,company,1,Y,N,Imported,0
1.4,40,M,married,4,personal,1,Y,N,Domestic,0
1.4,40,M,married,4,personal,1,Y,N,Domestic,0
1.6,40,M,married,4,personal,1,Y,N,Domestic,0
1.6,40,M,married,4,personal,1,Y,N,Domestic,0
1.6,40,M,married,4,personal,1,Y,N,Domestic,0
1.6,40,M,married,4,personal,1,Y,N,Domestic,0
1.6,40,M,married,4,personal,1,N,Y,Domestic,320
1.6,40,M,married,4,personal,1,Y,N,Domestic,1210.3
1.6,40,M,married,4,personal,1,Y,N,Domestic,1600.8
1.8,40,F,married,4,personal,1,Y,N,Imported,0
1.8,40,M,married,4,personal,1,Y,N,Domestic,0
1.8,40,M,married,4,personal,1,Y,N,Domestic,0
1.8,40,M,married,4,personal,1,Y,N,Domestic,0
1.8,40,M,married,4,personal,1,N,Y,Domestic,0
1.8,40,M,married,4,company,1,Y,Y,Domestic,0
1.8,40,M,married,4,personal,1,Y,N,Domestic,797.3
1.8,40,M,married,4,personal,1,Y,N,Imported,1148.8
1.8,40,M,married,4,personal,1,Y,N,Imported,31920
2,40,M,unmarried,4,personal,1,Y,Y,Domestic,0
2,40,M,married,4,personal,1,Y,N,Domestic,1297.2
2.3,40,F,married,4,personal,1,Y,N,Imported,0
1.4,39,M,married,4,company,1,Y,N,Domestic,0
1.5,39,M,married,4,personal,1,Y,N,Domestic,1400.8
1.6,39,M,married,4,personal,1,Y,N,Imported,0
1.6,39,M,married,4,personal,1,N,N,Domestic,0
1.6,39,M,married,4,personal,1,Y,N,Domestic,288
1.6,39,M,married,4,personal,1,Y,N,Domestic,910.4
1.8,39,F,married,4,personal,1,Y,N,Domestic,0
1.8,39,M,married,4,personal,1,Y,N,Domestic,0
1.8,39,F,married,4,company,1,N,Y,Domestic,0
1.8,39,M,unmarried,4,company,1,Y,N,Domestic,0
1.8,39,M,married,4,personal,1,Y,Y,Domestic,160
1.8,39,M,married,4,personal,1,Y,Y,Domestic,2832.2
2,39,M,married,4,personal,1,Y,Y,Imported,0
2,39,M,married,4,personal,1,Y,N,Domestic,0
2,39,F,married,4,personal,1,Y,Y,Imported,400
2,39,M,married,4,company,1,N,Y,Imported,7954.4
2.2,39,M,married,4,government,1,N,N,Imported,0
2.3,39,M,married,4,personal,1,Y,N,Imported,0
2.4,39,M,married,4,personal,1,N,Y,Imported,0
2.5,39,M,married,4,personal,1,Y,Y,Imported,3720
2.8,39,M,married,4,personal,1,Y,N,Imported,5288
3,39,M,married,4,personal,1,Y,N,Imported,0
1.6,38,M,married,4,company,1,Y,N,Domestic,0
1.6,38,F,married,4,personal,1,Y,N,Domestic,0
1.6,38,F,married,4,personal,1,Y,Y,Domestic,0
1.6,38,M,married,4,personal,1,Y,Y,Domestic,0
1.6,38,M,married,4,personal,1,N,N,Domestic,0
1.6,38,M,married,4,personal,1,Y,N,Domestic,0
1.6,38,M,married,4,personal,1,N,N,Domestic,0
1.6,38,M,married,4,personal,1,Y,N,Domestic,600
1.6,38,M,married,4,personal,1,Y,N,Domestic,2052.8
1.8,38,M,married,4,personal,1,Y,N,Domestic,0
1.8,38,M,married,4,personal,1,Y,N,Domestic,0
1.8,38,M,married,4,personal,1,Y,N,Domestic,0
1.8,38,M,married,4,personal,1,Y,N,Domestic,0
1.8,38,M,married,4,personal,1,Y,N,Domestic,0
1.8,38,F,married,4,personal,1,Y,Y,Domestic,0
1.8,38,F,married,4,personal,1,Y,Y,Domestic,1360
2,38,M,married,4,personal,1,Y,N,Domestic,0
2.3,38,M,married,4,company,1,Y,Y,Imported,0
2.3,38,M,married,4,personal,1,Y,N,Imported,0
2.5,38,M,married,4,personal,1,Y,N,Imported,0
2.8,38,M,married,4,personal,1,Y,N,Imported,0
3,38,M,married,4,personal,1,Y,Y,Imported,0
1,37,M,married,4,personal,1,Y,N,Domestic,0
1,37,M,married,4,personal,1,Y,Y,Domestic,1253.6
1.4,37,M,married,4,personal,1,N,N,Domestic,0
1.4,37,F,married,4,personal,1,Y,N,Domestic,2344
1.6,37,M,married,4,personal,1,N,N,Domestic,0
1.6,37,M,married,4,personal,1,N,N,Domestic,1063.1
1.8,37,M,married,4,personal,1,Y,N,Domestic,0
2,37,M,married,4,personal,1,Y,N,Imported,0
2.3,37,M,married,4,personal,1,Y,Y,Imported,2185.6
2.8,37,M,married,4,personal,1,Y,Y,Imported,969.6
1,36,M,married,4,personal,1,Y,N,Domestic,0
1.2,36,M,married,4,personal,1,Y,N,Domestic,476.7
1.6,36,M,married,4,personal,1,Y,N,Domestic,0
1.6,36,M,married,4,personal,1,Y,N,Domestic,0
1.6,36,F,married,4,personal,1,Y,N,Domestic,460
1.8,36,M,married,4,personal,1,Y,N,Domestic,0
1.8,36,M,married,4,personal,1,Y,N,Domestic,0
1.8,36,F,married,4,personal,1,Y,N,Domestic,0
1.8,36,M,married,4,personal,1,Y,N,Imported,616.4
1.8,36,M,married,4,company,1,Y,N,Domestic,640
1.8,36,F,married,4,company,1,Y,Y,Imported,784
1.8,36,M,married,4,personal,1,Y,Y,Domestic,879.7
1.8,36,M,married,4,personal,1,N,N,Domestic,1419.2
1.8,36,M,married,4,personal,1,Y,N,Imported,5944.8
2,36,F,married,4,company,1,N,N,Imported,0
2,36,M,married,4,personal,1,N,Y,Imported,0
2.4,36,F,married,4,personal,1,Y,N,Domestic,0
2.4,36,M,married,4,personal,1,Y,Y,Imported,0
1,35,M,married,4,personal,1,Y,N,Domestic,0
1.3,35,M,married,4,personal,1,Y,N,Domestic,0
1.4,35,F,married,4,personal,1,Y,N,Imported,503.2
1.5,35,F,married,4,personal,1,Y,Y,Domestic,160
1.6,35,M,married,4,personal,1,Y,N,Domestic,0
1.6,35,M,married,4,personal,1,Y,N,Imported,0
1.6,35,M,married,4,personal,1,Y,N,Domestic,0
1.6,35,M,married,4,personal,1,Y,N,Imported,368
1.6,35,M,married,4,personal,1,Y,N,Domestic,766
1.8,35,M,married,4,personal,1,Y,Y,Domestic,0
1.8,35,M,married,4,personal,1,Y,N,Domestic,0
1.8,35,F,married,4,personal,1,Y,N,Domestic,0
1.8,35,M,married,4,personal,1,Y,N,Domestic,0
1.8,35,M,married,4,personal,1,Y,N,Imported,0
1.8,35,M,married,4,personal,1,N,N,Domestic,533.6
2,35,M,married,4,personal,1,Y,N,Imported,0
2,35,M,married,4,personal,1,Y,N,Imported,0
2,35,M,married,4,company,1,Y,N,Domestic,0
2,35,M,married,4,personal,1,Y,N,Imported,1200
2.3,35,M,married,4,company,1,Y,Y,Imported,0
2.4,35,F,married,4,personal,1,Y,N,Imported,0
1.5,34,M,married,4,personal,1,Y,N,Domestic,1196.8
1.6,34,M,married,4,personal,1,Y,N,Domestic,0
1.6,34,M,married,4,personal,1,Y,N,Imported,0
