EngSize,Age,Gender,Marital,exp,Owner,vAge,Garage,AntiTFD,import,Loss
1.8,32,M,married,7,company,1,Y,N,Domestic,0
1.8,32,M,married,7,personal,1,Y,N,Domestic,0
1.8,32,M,married,7,personal,1,Y,Y,Imported,0
1.8,32,M,married,7,company,1,Y,N,Domestic,995.5
2,32,M,married,7,personal,1,Y,N,Domestic,0
2,32,M,married,7,company,1,Y,Y,Imported,0
2,32,F,married,7,personal,1,Y,N,Imported,828
1.6,31,M,married,7,personal,1,Y,N,Domestic,0
1.6,31,M,married,7,personal,1,Y,N,Domestic,395.6
2,31,M,married,7,company,1,Y,N,Imported,880
2.3,31,M,married,7,personal,1,Y,N,Imported,303.6
1.4,30,M,married,7,personal,1,Y,N,Domestic,0
1.5,30,F,married,7,personal,1,Y,N,Domestic,1702.4
1.6,30,F,married,7,company,1,Y,N,Imported,0
1.6,30,M,married,7,personal,1,Y,Y,Domestic,0
1.8,30,M,married,7,personal,1,Y,N,Domestic,0
1.8,30,M,married,7,personal,1,Y,N,Domestic,0
1.8,30,M,married,7,company,1,Y,Y,Domestic,0
1.8,30,M,married,7,personal,1,Y,Y,Imported,883.2
1.8,30,M,married,7,personal,1,Y,Y,Imported,1352.4
2,30,M,married,7,personal,1,Y,Y,Imported,303.6
1.6,29,M,married,7,personal,1,Y,N,Imported,0
1.8,29,M,married,7,company,1,Y,N,Imported,0
1.8,29,M,married,7,government,1,Y,N,Domestic,0
1.8,29,M,married,7,personal,1,N,N,Domestic,1211.6
2.3,29,M,married,7,personal,1,N,Y,Imported,1184
1.8,28,M,married,7,personal,1,Y,N,Domestic,0
1.8,28,M,married,7,personal,1,Y,N,Domestic,10025
2,28,M,married,7,personal,1,Y,N,Imported,1804.7
2.4,28,M,married,7,personal,1,Y,N,Imported,0
1.6,27,M,married,7,personal,1,Y,N,Domestic,280
1.8,27,F,married,7,personal,1,Y,Y,Imported,0
1.8,27,M,married,7,company,1,Y,N,Domestic,0
1.8,27,F,unmarried,7,personal,1,N,N,Domestic,800
1.2,26,M,married,7,company,1,Y,Y,Domestic,0
1.6,26,M,married,7,government,1,Y,N,Domestic,192
1.8,26,M,married,7,government,1,Y,N,Domestic,0
1.8,26,M,married,7,company,1,Y,N,Domestic,0
1.8,38,M,married,6,personal,10,Y,Y,Domestic,3080
2.3,37,M,married,6,personal,10,Y,Y,Domestic,0
2,26,M,married,6,personal,10,Y,N,Imported,0
2.2,36,M,married,6,personal,9,Y,N,Imported,0
1.8,30,M,married,6,company,9,N,N,Domestic,0
1.8,30,M,married,6,company,9,N,N,Imported,0
1.8,29,M,married,6,company,9,Y,N,Domestic,0
1.8,27,M,married,6,company,9,Y,N,Imported,0
1.8,26,M,married,6,company,9,Y,N,Imported,0
1.8,51,M,married,6,personal,8,Y,N,Domestic,0
1.8,49,M,married,6,company,8,Y,N,Imported,0
2,48,M,married,6,personal,8,Y,N,Imported,0
1.8,46,M,married,6,company,8,Y,N,Domestic,0
1.6,44,F,married,6,personal,8,Y,N,Domestic,0
1.8,44,M,married,6,company,8,N,N,Domestic,0
1.8,43,M,married,6,company,8,N,N,Domestic,0
1.6,41,F,married,6,personal,8,N,N,Domestic,5655.2
1.6,32,F,married,6,company,8,N,N,Domestic,0
1.6,32,M,married,6,personal,8,Y,N,Domestic,71
1.6,28,M,married,6,company,8,Y,Y,Domestic,288
2,28,M,married,6,company,8,N,N,Imported,0
1.8,26,M,married,6,personal,8,Y,N,Domestic,1011.4
2,52,M,married,6,company,7,N,Y,Domestic,0
1.8,40,M,married,6,personal,7,Y,N,Domestic,0
1.8,38,M,married,6,company,7,Y,N,Domestic,0
1.8,37,M,married,6,company,7,Y,N,Domestic,0
1.8,36,M,married,6,company,7,Y,N,Domestic,0
1.6,34,M,married,6,government,7,Y,Y,Domestic,0
2.4,32,M,married,6,government,7,Y,N,Domestic,0
1.8,31,M,married,6,personal,7,Y,N,Domestic,0
1.6,30,M,married,6,personal,7,Y,N,Domestic,0
1.8,29,M,married,6,personal,7,Y,N,Domestic,0
1.8,54,M,married,6,government,6,Y,N,Domestic,0
1.6,48,M,married,6,personal,6,Y,N,Domestic,0
1.8,48,M,married,6,personal,6,Y,N,Domestic,0
1.6,47,M,married,6,company,6,Y,N,Domestic,0
1.6,45,M,married,6,personal,6,N,N,Domestic,0
1.6,44,M,married,6,personal,6,Y,N,Domestic,0
2,44,M,married,6,company,6,N,N,Imported,0
1.8,43,M,married,6,personal,6,Y,N,Domestic,0
1.8,42,M,married,6,company,6,Y,N,Domestic,0
1.6,41,M,married,6,personal,6,N,Y,Domestic,0
2,41,M,married,6,personal,6,Y,N,Domestic,960
1.8,40,M,married,6,personal,6,Y,N,Domestic,0
1.8,40,M,married,6,company,6,N,Y,Imported,0
2,40,M,married,6,company,6,Y,Y,Imported,0
1.8,39,M,married,6,personal,6,Y,N,Domestic,0
1.8,39,M,married,6,personal,6,Y,N,Imported,0
1.8,38,M,married,6,company,6,Y,N,Domestic,0
1.8,38,M,married,6,personal,6,Y,N,Domestic,0
1.6,36,M,married,6,personal,6,Y,N,Domestic,0
2,36,M,married,6,government,6,Y,N,Domestic,0
1.6,35,M,married,6,personal,6,N,N,Domestic,0
1.6,35,M,married,6,personal,6,Y,N,Domestic,0
1.8,35,M,married,6,personal,6,Y,N,Domestic,1040
2,35,M,married,6,company,6,N,N,Domestic,0
2.2,34,M,married,6,personal,6,Y,Y,Imported,544
1.8,32,M,married,6,personal,6,Y,N,Domestic,0
1.6,31,M,married,6,personal,6,Y,N,Domestic,0
2.2,30,M,married,6,company,6,Y,Y,Imported,0
1.8,29,M,unmarried,6,government,6,Y,Y,Domestic,0
1.8,29,M,married,6,company,6,Y,N,Domestic,0
2,27,M,married,6,company,6,Y,Y,Domestic,400
1.6,26,M,unmarried,6,personal,6,Y,N,Domestic,0
1.6,25,M,married,6,personal,6,Y,N,Domestic,0
2.3,25,M,married,6,personal,6,Y,N,Imported,1457.3
1.6,51,M,married,6,company,5,Y,Y,Domestic,524.4
1.8,51,M,married,6,company,5,Y,N,Domestic,0
2,47,F,unmarried,6,personal,5,Y,N,Imported,0
1.8,46,M,married,6,personal,5,Y,N,Domestic,0
2.2,46,M,married,6,personal,5,N,N,Imported,0
1.8,45,M,married,6,company,5,Y,N,Domestic,0
2,44,M,married,6,personal,5,Y,Y,Domestic,3143.7
1.8,42,M,married,6,personal,5,Y,N,Domestic,0
1.6,41,M,married,6,company,5,Y,N,Domestic,0
1.6,41,M,married,6,personal,5,N,N,Domestic,0
1.8,40,M,married,6,personal,5,Y,N,Domestic,0
1.6,39,F,married,6,personal,5,Y,N,Domestic,0
1.4,37,M,married,6,personal,5,N,N,Imported,8220.7
2,36,M,married,6,company,5,Y,N,Imported,0
1.8,35,M,married,6,personal,5,Y,N,Domestic,0
1.8,35,M,married,6,government,5,N,N,Domestic,0
1.8,31,M,married,6,company,5,Y,N,Domestic,0
1.8,29,M,married,6,company,5,Y,N,Domestic,0
1.8,26,M,married,6,government,5,N,Y,Imported,0
1.6,55,M,married,6,personal,4,N,N,Domestic,0
1.6,52,M,married,6,company,4,N,N,Domestic,0
1.8,47,M,married,6,company,4,Y,N,Domestic,8902.4
2.4,47,M,married,6,company,4,Y,Y,Imported,0
1.6,43,M,married,6,personal,4,Y,N,Domestic,0
1.6,42,M,married,6,personal,4,Y,Y,Domestic,0
1.8,41,M,married,6,personal,4,Y,N,Domestic,0
2.2,41,M,married,6,personal,4,Y,N,Imported,1099.5
1.6,40,M,married,6,personal,4,N,N,Domestic,0
2.3,38,F,married,6,personal,4,Y,Y,Imported,0
1.8,37,M,married,6,company,4,N,Y,Domestic,0
1.8,36,M,unmarried,6,personal,4,Y,Y,Domestic,0
1.6,34,M,unmarried,6,company,4,Y,N,Domestic,0
1.8,33,M,married,6,personal,4,Y,N,Domestic,655.6
1.8,31,M,married,6,personal,4,Y,N,Domestic,0
1.2,30,M,married,6,personal,4,Y,N,Domestic,0
1.8,30,M,married,6,company,4,Y,N,Imported,9345.6
1,29,M,married,6,company,4,Y,Y,Domestic,0
1.8,28,M,married,6,company,4,Y,N,Domestic,0
1.8,27,M,unmarried,6,personal,4,Y,N,Domestic,120
1.6,26,M,married,6,government,4,Y,N,Domestic,1864
1.8,25,M,unmarried,6,government,4,Y,Y,Domestic,0
1.8,53,M,married,6,personal,3,Y,N,Domestic,818.8
1.8,48,M,married,6,personal,3,Y,N,Domestic,0
1.6,46,M,married,6,personal,3,Y,Y,Domestic,600
1.8,45,F,married,6,company,3,Y,Y,Domestic,0
1.4,43,M,married,6,personal,3,N,N,Domestic,456.3
1.4,42,M,married,6,personal,3,Y,N,Domestic,0
2,42,M,married,6,government,3,N,N,Domestic,0
2,42,M,married,6,personal,3,Y,Y,Domestic,0
2.4,42,M,married,6,personal,3,Y,Y,Imported,0
1.6,41,M,married,6,personal,3,N,N,Domestic,0
2,41,M,married,6,company,3,Y,N,Domestic,0
1.6,40,M,married,6,personal,3,Y,N,Domestic,0
1.6,39,M,married,6,personal,3,N,N,Domestic,0
1.8,38,M,married,6,personal,3,Y,N,Domestic,0
2,38,M,married,6,company,3,Y,N,Domestic,0
2,38,M,married,6,personal,3,N,N,Domestic,0
2,38,M,married,6,personal,3,N,Y,Imported,1764.8
1.4,37,M,married,6,personal,3,Y,N,Domestic,0
1.8,37,M,married,6,government,3,N,N,Domestic,2064.8
1.8,35,M,married,6,personal,3,Y,N,Domestic,0
1.8,35,M,married,6,personal,3,Y,N,Domestic,0
1.8,35,M,married,6,personal,3,Y,N,Domestic,744
1.8,34,M,married,6,personal,3,Y,N,Domestic,0
1.6,31,M,married,6,government,3,N,N,Domestic,0
1.8,31,M,married,6,personal,3,Y,N,Domestic,0
1.8,30,M,married,6,company,3,Y,N,Domestic,0
1.8,28,M,married,6,personal,3,N,N,Domestic,463.6
1.8,27,M,married,6,government,3,Y,N,Domestic,0
1.6,26,M,married,6,company,3,Y,N,Domestic,0
1.8,26,M,unmarried,6,government,3,N,Y,Domestic,2796.6
1.6,25,M,married,6,government,3,Y,Y,Domestic,0
1.6,51,M,married,6,personal,2,Y,N,Domestic,0
1.6,50,M,married,6,personal,2,Y,N,Domestic,0
1.8,49,M,married,6,personal,2,Y,N,Imported,0
1,48,M,married,6,personal,2,N,N,Domestic,0
1.6,45,M,married,6,personal,2,Y,N,Domestic,0
2,42,M,married,6,personal,2,N,Y,Domestic,3432
1.4,41,F,married,6,personal,2,Y,N,Domestic,0
1.6,41,F,married,6,personal,2,Y,Y,Domestic,0
1.8,41,M,married,6,personal,2,N,N,Domestic,0
1.8,41,M,married,6,personal,2,Y,N,Domestic,804
1.8,41,M,married,6,personal,2,N,Y,Domestic,1183.2
1.6,40,M,married,6,personal,2,Y,Y,Domestic,0
1.8,40,M,married,6,personal,2,Y,N,Domestic,1440
1.6,39,M,married,6,company,2,Y,N,Domestic,0
1.8,39,F,married,6,personal,2,Y,N,Domestic,0
1.8,39,M,married,6,personal,2,N,N,Domestic,0
1.6,38,M,married,6,company,2,Y,Y,Domestic,1174.1
1.8,38,M,married,6,company,2,N,N,Domestic,0
1.8,36,M,married,6,company,2,Y,N,Imported,1160
1.8,35,M,married,6,personal,2,Y,N,Domestic,0
2.3,35,M,married,6,personal,2,Y,Y,Imported,987.7
1.4,34,M,unmarried,6,personal,2,Y,N,Imported,0
1.6,34,M,married,6,personal,2,Y,N,Domestic,0
1.6,33,M,married,6,personal,2,Y,N,Domestic,0
1.8,33,M,married,6,company,2,Y,Y,Imported,0
1.8,33,M,married,6,personal,2,Y,N,Domestic,407
1.6,32,M,married,6,company,2,Y,N,Domestic,0
2,32,M,married,6,company,2,Y,Y,Imported,0
2.2,32,M,married,6,government,2,Y,N,Imported,0
2,31,M,married,6,personal,2,N,N,Imported,0
3,31,M,married,6,company,2,Y,N,Imported,0
2,29,M,married,6,company,2,N,N,Imported,2456
1.8,26,M,unmarried,6,company,2,Y,N,Domestic,0
1.8,25,M,married,6,company,2,N,N,Domestic,0
1.6,63,M,married,6,personal,1,Y,N,Domestic,514.3
1.5,61,M,married,6,personal,1,Y,N,Domestic,0
1.8,59,F,married,6,personal,1,Y,N,Imported,0
2.3,55,M,married,6,personal,1,N,Y,Imported,0
1.6,54,M,married,6,company,1,Y,N,Domestic,751.7
1.6,52,M,married,6,personal,1,Y,N,Domestic,1270.5
1.8,51,M,married,6,personal,1,Y,N,Domestic,0
1.8,51,M,married,6,personal,1,Y,Y,Domestic,0
1.6,50,F,married,6,personal,1,Y,N,Domestic,754.4
1.8,50,M,married,6,personal,1,Y,N,Imported,0
1.6,49,M,married,6,personal,1,Y,N,Imported,1600
1.8,49,M,married,6,personal,1,N,Y,Domestic,0
2.6,49,M,married,6,personal,1,Y,N,Domestic,0
1.6,48,M,married,6,personal,1,Y,N,Domestic,0
1.8,48,M,married,6,company,1,Y,Y,Domestic,0
2,48,M,married,6,personal,1,Y,N,Domestic,0
1.6,47,M,married,6,personal,1,Y,N,Domestic,0
1.8,47,F,married,6,company,1,Y,N,Domestic,0
1.8,47,M,married,6,personal,1,Y,N,Domestic,0
1.8,47,M,married,6,company,1,Y,N,Domestic,0
1.4,46,M,married,6,personal,1,Y,N,Domestic,420
1.5,46,M,married,6,personal,1,Y,N,Domestic,1076
1.8,46,M,married,6,personal,1,Y,N,Domestic,0
1.8,46,M,married,6,personal,1,Y,N,Domestic,3710.4
2.3,46,M,married,6,personal,1,Y,Y,Imported,0
2.5,46,M,married,6,personal,1,Y,N,Imported,506
1.6,45,M,married,6,personal,1,Y,N,Domestic,1008
1.8,45,M,married,6,personal,1,Y,N,Domestic,0
1.8,45,M,married,6,personal,1,Y,N,Domestic,772.8
2.8,45,M,married,6,personal,1,Y,N,Imported,0
3,45,M,married,6,personal,1,Y,N,Imported,0
1.3,44,M,married,6,personal,1,N,N,Domestic,259.3
1.8,44,M,married,6,personal,1,Y,N,Domestic,0
2,44,M,married,6,personal,1,Y,N,Imported,514.4
2.3,44,M,married,6,personal,1,Y,N,Imported,0
2.3,44,F,married,6,personal,1,N,Y,Imported,0
1.5,43,M,married,6,personal,1,Y,N,Domestic,0
1.6,43,M,married,6,personal,1,Y,Y,Domestic,0
1.6,43,M,married,6,personal,1,Y,N,Domestic,0
1.8,43,M,married,6,personal,1,N,N,Domestic,304
1.8,43,F,married,6,personal,1,Y,N,Domestic,473.6
2,43,M,married,6,personal,1,Y,N,Imported,0
1.3,42,M,married,6,personal,1,Y,N,Domestic,0
2,42,M,married,6,personal,1,N,Y,Imported,1440
2,42,M,married,6,personal,1,Y,Y,Domestic,2204.4
1.5,41,M,married,6,personal,1,Y,N,Domestic,0
1.6,41,M,married,6,personal,1,N,Y,Domestic,0
1.6,41,M,married,6,personal,1,Y,N,Domestic,669.8
1.8,41,M,married,6,personal,1,Y,N,Domestic,0
1.8,41,F,married,6,personal,1,N,Y,Domestic,0
1.8,41,M,married,6,company,1,Y,N,Domestic,0
1.8,41,M,married,6,personal,1,Y,N,Imported,4056
2.3,41,M,married,6,personal,1,N,Y,Imported,0
1.6,40,M,married,6,personal,1,Y,Y,Domestic,0
1.6,40,M,married,6,company,1,Y,N,Domestic,0
1.6,40,M,married,6,personal,1,Y,N,Imported,352
1.8,40,M,married,6,personal,1,Y,N,Domestic,0
1.8,40,M,married,6,personal,1,Y,N,Domestic,0
1.8,40,M,married,6,company,1,Y,N,Domestic,0
1.8,40,M,married,6,personal,1,Y,N,Domestic,0
1.8,40,M,married,6,personal,1,Y,N,Domestic,0
1.8,40,M,married,6,personal,1,Y,Y,Imported,2031.2
2.5,40,M,married,6,personal,1,Y,N,Imported,1282.4
2.3,39,M,married,6,personal,1,Y,Y,Imported,1450
1.6,38,M,married,6,personal,1,Y,Y,Domestic,860
1.6,38,M,married,6,personal,1,N,N,Domestic,1556
1.8,38,M,married,6,company,1,Y,N,Imported,0
1.8,38,M,married,6,personal,1,Y,N,Imported,9760
2,38,M,married,6,personal,1,N,N,Domestic,460
2,38,M,married,6,personal,1,Y,N,Imported,1106.4
2.4,38,M,married,6,personal,1,N,Y,Imported,0
2.5,38,M,married,6,personal,1,Y,N,Imported,13944
1.6,37,M,married,6,personal,1,Y,N,Domestic,425
1.8,37,M,married,6,company,1,Y,N,Domestic,0
1.8,37,M,married,6,personal,1,Y,N,Domestic,0
1.8,37,M,married,6,company,1,Y,N,Domestic,356
2.2,37,M,married,6,personal,1,Y,N,Imported,0
2.3,37,M,married,6,personal,1,Y,N,Imported,0
2.8,37,M,married,6,personal,1,Y,Y,Imported,0
1.4,36,M,married,6,personal,1,N,N,Domestic,0
1.4,36,M,married,6,personal,1,Y,N,Domestic,785.7
1.6,36,F,married,6,personal,1,Y,N,Domestic,748.8
1.8,36,M,married,6,company,1,N,N,Domestic,0
1.8,36,M,married,6,personal,1,N,Y,Domestic,960
2,36,M,married,6,personal,1,Y,N,Imported,928
2.5,36,M,married,6,company,1,Y,Y,Domestic,0
2.5,36,M,married,6,personal,1,Y,N,Imported,661.5
1,35,M,married,6,personal,1,Y,N,Domestic,0
1.8,35,M,unmarried,6,personal,1,Y,N,Imported,0
1.8,35,M,married,6,personal,1,Y,N,Domestic,0
1.8,35,M,married,6,personal,1,Y,N,Domestic,0
1.8,35,M,married,6,personal,1,Y,Y,Domestic,0
1.8,35,M,married,6,personal,1,N,Y,Domestic,0
1.8,35,M,married,6,company,1,Y,Y,Domestic,0
1.8,35,M,married,6,personal,1,Y,Y,Domestic,0
1.8,35,F,married,6,personal,1,Y,Y,Imported,331.2
1.8,35,F,married,6,personal,1,Y,Y,Domestic,440
2,35,M,married,6,government,1,Y,Y,Imported,0
2.3,35,M,married,6,personal,1,Y,Y,Imported,0
3,35,M,married,6,personal,1,Y,Y,Imported,200
1,34,M,married,6,personal,1,Y,N,Domestic,0
1.3,34,F,married,6,personal,1,Y,N,Domestic,960
1.4,34,M,married,6,personal,1,Y,N,Domestic,0
1.4,34,F,married,6,personal,1,Y,N,Domestic,624
1.8,34,M,married,6,personal,1,N,N,Domestic,0
1.8,34,M,married,6,personal,1,Y,Y,Domestic,0
2.3,34,F,married,6,personal,1,Y,N,Domestic,0
2.7,34,M,married,6,company,1,Y,N,Imported,0
1.4,33,M,married,6,personal,1,Y,N,Imported,0
1.6,33,M,married,6,personal,1,Y,N,Domestic,0
2,33,M,married,6,personal,1,Y,N,Imported,1464
2.6,33,M,married,6,personal,1,N,N,Domestic,0
1.2,32,M,married,6,company,1,Y,N,Domestic,0
1.6,32,M,married,6,personal,1,Y,N,Domestic,0
1.8,32,F,unmarried,6,personal,1,Y,N,Imported,0
2,32,M,married,6,personal,1,Y,Y,Imported,0
2.3,32,M,married,6,personal,1,N,N,Domestic,0
1.4,31,M,married,6,personal,1,Y,N,Domestic,0
1.6,31,M,married,6,personal,1,N,N,Domestic,888
1.8,31,M,married,6,personal,1,Y,Y,Domestic,0
1.8,31,M,married,6,personal,1,Y,N,Domestic,0
1.8,31,M,married,6,personal,1,Y,N,Imported,0
1.8,31,M,married,6,personal,1,N,Y,Domestic,0
2.2,31,M,married,6,company,1,Y,Y,Domestic,964
1.8,30,M,married,6,company,1,Y,N,Domestic,688
1.8,30,M,married,6,personal,1,Y,N,Domestic,1113.6
1.4,29,M,married,6,company,1,Y,N,Domestic,0
1.5,29,M,married,6,personal,1,Y,N,Domestic,240
1.8,29,M,married,6,personal,1,Y,Y,Domestic,0
1.8,29,M,married,6,personal,1,Y,N,Domestic,0
2,29,M,unmarried,6,company,1,Y,N,Domestic,0
2.4,29,M,married,6,personal,1,Y,N,Domestic,548.8
2.6,29,M,married,6,personal,1,Y,N,Domestic,0
3,29,M,married,6,company,1,Y,N,Imported,3149.2
1.8,28,M,married,6,personal,1,Y,N,Domestic,0
2.3,28,M,married,6,personal,1,Y,N,Imported,379
1,27,M,married,6,personal,1,Y,N,Domestic,0
1.4,27,M,married,6,personal,1,Y,N,Imported,0
1.8,27,M,married,6,personal,1,N,Y,Domestic,0
1.8,27,M,married,6,government,1,Y,N,Domestic,0
1.8,27,M,married,6,personal,1,Y,N,Imported,0
2,27,M,married,6,personal,1,Y,N,Domestic,748
2.3,27,M,married,6,company,1,Y,N,Imported,0
1,26,M,unmarried,6,personal,1,Y,N,Domestic,0
1.6,26,M,married,6,personal,1,Y,N,Domestic,8560
1.8,26,M,unmarried,6,company,1,Y,Y,Imported,0
1.8,25,M,married,6,company,1,Y,N,Imported,0
1.8,39,M,married,5,personal,10,Y,N,Domestic,0
1.6,31,M,married,5,personal,10,Y,N,Domestic,0
1.6,52,M,married,5,company,9,Y,N,Domestic,0
1.8,51,M,married,5,government,9,N,N,Domestic,0
2.5,40,M,married,5,company,9,Y,N,Domestic,0
1.8,39,F,married,5,personal,9,N,Y,Domestic,676.3
1.6,36,M,married,5,personal,9,Y,N,Domestic,0
1.8,36,M,married,5,personal,9,Y,N,Domestic,760
2,36,M,married,5,government,9,Y,Y,Imported,0
1.8,34,M,married,5,personal,9,Y,N,Domestic,0
1.6,31,M,married,5,personal,9,Y,N,Domestic,0
1.6,37,M,married,5,company,8,Y,N,Domestic,0
1.8,35,M,married,5,personal,8,Y,N,Domestic,0
2,33,M,married,5,company,8,Y,N,Imported,0
1.8,31,M,married,5,personal,8,Y,N,Domestic,4212
1.8,29,M,married,5,government,8,Y,Y,Imported,0
1.6,28,M,married,5,personal,8,Y,N,Domestic,1160.8
1.8,27,M,married,5,personal,8,Y,N,Domestic,580
1.8,23,M,unmarried,5,company,8,Y,N,Imported,0
1.8,50,M,married,5,personal,7,Y,N,Domestic,0
1.8,48,M,married,5,company,7,Y,N,Domestic,0
1.8,41,F,married,5,company,7,Y,N,Domestic,0
1.8,33,M,married,5,company,7,Y,N,Domestic,0
1.8,32,M,married,5,personal,7,Y,N,Domestic,0
1.8,31,M,married,5,government,7,Y,N,Domestic,0
1.8,29,M,married,5,government,7,Y,N,Domestic,0
1.8,52,M,married,5,company,6,Y,N,Domestic,0
1.8,46,M,married,5,personal,6,Y,N,Domestic,0
1.6,43,M,married,5,personal,6,Y,N,Domestic,0
1.6,42,M,married,5,company,6,Y,N,Domestic,861.6
1.8,41,M,married,5,personal,6,Y,N,Domestic,646
2.4,36,M,married,5,personal,6,N,Y,Imported,0
1.8,31,M,married,5,government,6,N,N,Domestic,0
2.6,30,M,married,5,company,6,Y,N,Imported,0
1.6,29,M,married,5,company,6,Y,N,Domestic,0
1.6,29,M,married,5,personal,6,Y,N,Domestic,0
1.8,29,M,married,5,personal,6,Y,N,Domestic,0
1.8,29,M,married,5,personal,6,N,N,Domestic,6184
1.8,27,F,married,5,government,6,Y,N,Domestic,2936
2,45,F,married,5,company,5,Y,N,Domestic,1738.6
1.8,43,M,married,5,personal,5,Y,N,Domestic,0
1.8,42,M,married,5,personal,5,Y,N,Domestic,0
1.8,40,F,married,5,personal,5,Y,N,Domestic,360
1.8,40,M,married,5,personal,5,Y,N,Domestic,1265.9
1.8,39,M,married,5,personal,5,Y,N,Domestic,0
1.8,39,M,married,5,personal,5,Y,N,Domestic,0
2,38,M,married,5,company,5,N,Y,Domestic,0
1.6,35,M,married,5,government,5,Y,N,Domestic,0
2,35,M,married,5,personal,5,Y,N,Domestic,12748
1.8,34,M,married,5,company,5,Y,N,Domestic,0
1.8,33,M,married,5,company,5,Y,N,Domestic,0
2.8,33,F,married,5,company,5,Y,Y,Imported,0
1.8,31,M,married,5,personal,5,Y,N,Domestic,0
1.8,31,M,married,5,personal,5,N,N,Domestic,0
2,31,M,married,5,company,5,N,N,Domestic,0
2,31,M,married,5,company,5,N,N,Domestic,0
2,30,F,married,5,personal,5,Y,N,Imported,1076
1.8,29,M,married,5,company,5,Y,N,Domestic,0
1.8,29,F,married,5,personal,5,Y,N,Domestic,0
2,29,M,married,5,personal,5,Y,Y,Imported,3200
2.8,53,M,married,5,company,4,Y,Y,Domestic,0
2.2,50,M,married,5,personal,4,Y,N,Domestic,3156
1.8,49,M,married,5,personal,4,Y,N,Imported,0
1.8,47,M,married,5,personal,4,Y,Y,Domestic,368
2,47,F,unmarried,5,personal,4,Y,N,Imported,0
1.8,46,M,married,5,personal,4,N,Y,Domestic,0
1.8,45,M,married,5,personal,4,N,N,Domestic,3175.2
1.6,41,M,married,5,personal,4,N,N,Domestic,0
1.6,39,M,married,5,personal,4,Y,N,Domestic,0
1,38,M,married,5,company,4,Y,N,Domestic,0
1.8,38,M,married,5,company,4,Y,N,Domestic,407.2
1.8,35,M,married,5,personal,4,Y,Y,Domestic,0
1.8,35,M,married,5,personal,4,Y,N,Domestic,0
1,33,M,married,5,company,4,Y,N,Domestic,0
1.8,32,M,married,5,personal,4,Y,Y,Domestic,0
1.6,31,M,married,5,personal,4,Y,N,Domestic,280
1.8,30,M,married,5,personal,4,Y,N,Domestic,7972.7
1.8,29,M,unmarried,5,government,4,Y,Y,Domestic,0
1.6,28,M,married,5,personal,4,Y,N,Domestic,0
1.6,28,M,married,5,personal,4,N,N,Domestic,0
1.8,27,M,married,5,personal,4,Y,N,Domestic,6400.6
1.8,26,M,unmarried,5,personal,4,N,N,Imported,0
1.6,57,M,married,5,personal,3,Y,Y,Domestic,0
1.6,48,M,married,5,personal,3,Y,N,Domestic,0
1.8,47,M,married,5,government,3,Y,N,Domestic,0
2,47,M,married,5,personal,3,Y,N,Domestic,0
1,42,M,married,5,company,3,N,N,Domestic,875.8
2,41,F,married,5,personal,3,Y,N,Domestic,0
1.8,40,M,married,5,company,3,N,N,Domestic,0
1.8,40,M,married,5,personal,3,Y,N,Domestic,0
1.8,39,M,married,5,government,3,Y,Y,Domestic,0
1.8,39,F,married,5,personal,3,Y,N,Domestic,0
2,39,M,married,5,personal,3,N,Y,Domestic,0
1.8,38,M,married,5,company,3,N,Y,Domestic,0
1.8,38,M,married,5,personal,3,Y,N,Domestic,0
1.6,37,M,married,5,government,3,N,N,Domestic,0
1.8,37,M,married,5,personal,3,Y,N,Imported,0
1.6,36,M,married,5,personal,3,Y,N,Domestic,0
1.8,36,M,married,5,personal,3,N,Y,Domestic,336
1.6,35,F,married,5,personal,3,N,N,Domestic,1305.6
1.8,34,M,married,5,company,3,Y,N,Domestic,0
1.6,31,M,married,5,personal,3,Y,N,Domestic,1320
1.8,29,M,married,5,government,3,N,N,Imported,0
1.6,28,M,married,5,personal,3,Y,N,Domestic,406.6
2.2,28,M,married,5,company,3,N,N,Imported,0
1.8,27,M,married,5,government,3,N,N,Domestic,0
1.8,25,M,unmarried,5,government,3,Y,N,Domestic,0
2.8,58,M,married,5,personal,2,Y,N,Imported,2296
1.6,51,M,married,5,personal,2,Y,N,Domestic,0
1.8,48,M,married,5,personal,2,Y,N,Domestic,1201.5
1.6,46,M,married,5,personal,2,Y,N,Domestic,0
1.6,46,M,married,5,personal,2,Y,N,Domestic,0
1.8,46,M,married,5,company,2,Y,Y,Domestic,1014.4
1,44,M,married,5,company,2,Y,N,Imported,0
1.8,44,M,married,5,personal,2,Y,N,Domestic,880
1.8,43,M,married,5,personal,2,Y,Y,Imported,0
1.8,41,M,married,5,personal,2,Y,N,Domestic,925.6
2,40,M,married,5,personal,2,Y,Y,Imported,400
1.8,39,M,married,5,company,2,Y,N,Domestic,0
1.8,39,M,married,5,personal,2,Y,Y,Domestic,0
